"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Causes"	"Drug/Alcohol Induced Causes Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	% of Total Deaths
	"Cuming County, NE"	"31039"	"2015"	"2015"	"All Other Causes"	"O"	94	9125	1030.1	832.5	1260.6	536.5	427.9	664.2	0.0%
	"Custer County, NE"	"31041"	"2015"	"2015"	"All Other Causes"	"O"	136	10806	1258.6	1047.0	1470.1	777.8	638.7	917.0	0.0%
	"Dakota County, NE"	"31043"	"2015"	"2015"	"All Other Causes"	"O"	152	20781	731.4	615.2	847.7	700.5	588.2	812.8	0.0%
	"Dawes County, NE"	"31045"	"2015"	"2015"	"All Other Causes"	"O"	87	9055	960.8	769.6	1185.1	627.0	496.4	781.4	0.0%
	"Dawson County, NE"	"31047"	"2015"	"2015"	"All Other Causes"	"O"	213	23886	891.7	772.0	1011.5	714.4	617.1	811.7	0.0%
	"Deuel County, NE"	"31049"	"2015"	"2015"	"All Other Causes"	"O"	25	1921	1301.4	842.2	1921.1	748.0	468.7	1132.4	0.0%
	"Dixon County, NE"	"31051"	"2015"	"2015"	"All Other Causes"	"O"	71	5797	1224.8	956.6	1544.9	750.7	581.8	953.4	0.0%
	"Dodge County, NE"	"31053"	"2015"	"2015"	"All Other Causes"	"O"	470	36706	1280.4	1164.7	1396.2	807.2	730.7	883.8	0.0%
	"Douglas County, NE"	"31055"	"2015"	"2015"	"Drug-Induced Causes"	"D"	49	550064	8.9	6.6	11.8	8.8	6.5	11.7	0.0%
	"Douglas County, NE"	"31055"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	52	550064	9.5	7.1	12.4	9.8	7.3	12.9	0.0%
	"Douglas County, NE"	"31055"	"2015"	"2015"	"All Other Causes"	"O"	4110	550064	747.2	724.3	770.0	776.0	751.9	800.2	0.2%
	"Dundy County, NE"	"31057"	"2015"	"2015"	"All Other Causes"	"O"	16	1799	Unreliable	508.4	1444.3	Unreliable	221.4	652.3	0.0%
	"Fillmore County, NE"	"31059"	"2015"	"2015"	"All Other Causes"	"O"	80	5619	1423.7	1128.9	1772.0	754.4	581.0	963.4	0.0%
	"Franklin County, NE"	"31061"	"2015"	"2015"	"All Other Causes"	"O"	38	2985	1273.0	900.9	1747.3	597.0	418.2	826.6	0.0%
	"Frontier County, NE"	"31063"	"2015"	"2015"	"All Other Causes"	"O"	15	2624	Unreliable	319.9	942.8	Unreliable	201.6	647.3	0.0%
	"Furnas County, NE"	"31065"	"2015"	"2015"	"All Other Causes"	"O"	73	4862	1501.4	1176.9	1887.8	800.3	613.6	1026.0	0.0%
	"Gage County, NE"	"31067"	"2015"	"2015"	"All Other Causes"	"O"	270	21900	1232.9	1085.8	1379.9	733.8	642.2	825.4	0.0%
	"Garden County, NE"	"31069"	"2015"	"2015"	"All Other Causes"	"O"	34	1918	1772.7	1227.6	2477.1	728.2	498.1	1028.0	0.0%
	"Garfield County, NE"	"31071"	"2015"	"2015"	"All Other Causes"	"O"	31	2028	1528.6	1038.6	2169.7	575.6	385.5	826.6	0.0%
	"Gosper County, NE"	"31073"	"2015"	"2015"	"All Other Causes"	"O"	25	1973	1267.1	820.0	1870.5	736.5	466.9	1105.1	0.0%
	"Greeley County, NE"	"31077"	"2015"	"2015"	"All Other Causes"	"O"	33	2429	1358.6	935.2	1908.0	697.9	463.8	1008.7	0.0%
	"Hall County, NE"	"31079"	"2015"	"2015"	"All Other Causes"	"O"	568	61680	920.9	845.1	996.6	774.6	709.9	839.2	0.0%
	"Hamilton County, NE"	"31081"	"2015"	"2015"	"All Other Causes"	"O"	84	9190	914.0	729.1	1131.6	645.0	509.8	805.0	0.0%
	"Harlan County, NE"	"31083"	"2015"	"2015"	"All Other Causes"	"O"	45	3452	1303.6	950.9	1744.3	710.0	511.7	959.7	0.0%
	"Hitchcock County, NE"	"31087"	"2015"	"2015"	"All Other Causes"	"O"	40	2883	1387.4	991.2	1889.3	753.7	525.0	1048.2	0.0%
	"Holt County, NE"	"31089"	"2015"	"2015"	"All Other Causes"	"O"	132	10313	1279.9	1061.6	1498.3	699.1	573.0	825.1	0.0%
	"Hooker County, NE"	"31091"	"2015"	"2015"	"All Other Causes"	"O"	23	732	3142.1	1991.8	4714.7	1256.3	718.1	2040.1	0.0%
	"Howard County, NE"	"31093"	"2015"	"2015"	"All Other Causes"	"O"	64	6409	998.6	769.0	1275.2	611.5	463.1	792.3	0.0%
	"Jefferson County, NE"	"31095"	"2015"	"2015"	"All Other Causes"	"O"	105	7263	1445.7	1169.2	1722.2	831.9	656.8	1007.1	0.0%
	"Johnson County, NE"	"31097"	"2015"	"2015"	"All Other Causes"	"O"	60	5173	1159.9	885.1	1493.0	823.4	620.3	1071.7	0.0%
	"Kearney County, NE"	"31099"	"2015"	"2015"	"All Other Causes"	"O"	84	6585	1275.6	1017.5	1579.3	829.8	652.7	1040.1	0.0%
	"Keith County, NE"	"31101"	"2015"	"2015"	"All Other Causes"	"O"	95	8063	1178.2	953.3	1440.3	710.1	570.3	873.9	0.0%
	"Kimball County, NE"	"31105"	"2015"	"2015"	"All Other Causes"	"O"	48	3689	1301.2	959.4	1725.2	745.7	535.1	1011.6	0.0%
	"Knox County, NE"	"31107"	"2015"	"2015"	"All Other Causes"	"O"	114	8543	1334.4	1089.5	1579.4	644.3	517.0	771.7	0.0%
	"Lancaster County, NE"	"31109"	"2015"	"2015"	"Drug-Induced Causes"	"D"	25	306468	8.2	5.3	12.0	8.8	5.7	13.1	0.0%
	"Lancaster County, NE"	"31109"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	25	306468	8.2	5.3	12.0	8.1	5.2	12.1	0.0%
	"Lancaster County, NE"	"31109"	"2015"	"2015"	"All Other Causes"	"O"	2123	306468	692.7	663.3	722.2	691.2	661.3	721.1	0.1%
	"Lincoln County, NE"	"31111"	"2015"	"2015"	"All Other Causes"	"O"	384	35656	1077.0	969.2	1184.7	762.7	684.2	841.1	0.0%
	"Madison County, NE"	"31119"	"2015"	"2015"	"All Other Causes"	"O"	346	35039	987.5	883.4	1091.5	722.3	643.2	801.4	0.0%
	"Merrick County, NE"	"31121"	"2015"	"2015"	"All Other Causes"	"O"	81	7787	1040.2	826.1	1292.9	730.5	576.5	913.0	0.0%
	"Morrill County, NE"	"31123"	"2015"	"2015"	"All Other Causes"	"O"	64	4854	1318.5	1015.4	1683.7	942.8	719.5	1213.6	0.0%
	"Nance County, NE"	"31125"	"2015"	"2015"	"All Other Causes"	"O"	52	3595	1446.5	1080.3	1896.8	877.8	637.8	1178.4	0.0%
	"Nemaha County, NE"	"31127"	"2015"	"2015"	"All Other Causes"	"O"	86	7046	1220.6	976.3	1507.4	798.0	632.8	993.2	0.0%
	"Nuckolls County, NE"	"31129"	"2015"	"2015"	"All Other Causes"	"O"	58	4329	1339.8	1017.4	1732.0	662.1	486.5	880.5	0.0%
	"Otoe County, NE"	"31131"	"2015"	"2015"	"All Other Causes"	"O"	175	15984	1094.8	932.6	1257.1	685.6	577.6	793.6	0.0%
	"Pawnee County, NE"	"31133"	"2015"	"2015"	"All Other Causes"	"O"	34	2659	1278.7	885.5	1786.8	562.3	376.6	807.5	0.0%
	"Perkins County, NE"	"31135"	"2015"	"2015"	"All Other Causes"	"O"	32	2944	1087.0	743.5	1534.5	643.0	420.0	942.1	0.0%
	"Phelps County, NE"	"31137"	"2015"	"2015"	"All Other Causes"	"O"	130	9296	1398.5	1158.1	1638.8	810.6	662.5	958.8	0.0%
	"Pierce County, NE"	"31139"	"2015"	"2015"	"All Other Causes"	"O"	84	7208	1165.4	929.5	1442.8	744.7	588.7	929.4	0.0%
	"Platte County, NE"	"31141"	"2015"	"2015"	"All Other Causes"	"O"	292	32847	889.0	787.0	990.9	667.4	588.5	746.2	0.0%
	"Polk County, NE"	"31143"	"2015"	"2015"	"All Other Causes"	"O"	54	5202	1038.1	779.8	1354.4	561.7	416.9	740.5	0.0%
	"Red Willow County, NE"	"31145"	"2015"	"2015"	"All Other Causes"	"O"	118	10829	1089.7	893.1	1286.3	683.5	552.4	814.6	0.0%
	"Richardson County, NE"	"31147"	"2015"	"2015"	"All Other Causes"	"O"	124	8094	1532.0	1262.3	1801.7	841.7	677.9	1005.5	0.0%
	"Rock County, NE"	"31149"	"2015"	"2015"	"All Other Causes"	"O"	29	1381	2099.9	1406.4	3015.9	1303.9	807.1	1993.1	0.0%
	"Saline County, NE"	"31151"	"2015"	"2015"	"All Other Causes"	"O"	148	14282	1036.3	869.3	1203.2	800.3	667.9	932.8	0.0%
	"Sarpy County, NE"	"31153"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	17	175692	Unreliable	5.6	15.5	Unreliable	5.6	15.4	0.0%
	"Sarpy County, NE"	"31153"	"2015"	"2015"	"All Other Causes"	"O"	887	175692	504.9	471.6	538.1	614.5	573.3	655.6	0.0%
	"Saunders County, NE"	"31155"	"2015"	"2015"	"All Other Causes"	"O"	230	21016	1094.4	953.0	1235.8	802.4	696.8	907.9	0.0%
	"Scotts Bluff County, NE"	"31157"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	12	36261	Unreliable	17.1	57.8	Unreliable	14.1	50.7	0.0%
	"Scotts Bluff County, NE"	"31157"	"2015"	"2015"	"All Other Causes"	"O"	432	36261	1191.4	1079.0	1303.7	811.1	731.9	890.3	0.0%
	"Seward County, NE"	"31159"	"2015"	"2015"	"All Other Causes"	"O"	194	17110	1133.8	974.3	1293.4	809.1	691.6	926.6	0.0%
	"Sheridan County, NE"	"31161"	"2015"	"2015"	"All Other Causes"	"O"	72	5220	1379.3	1079.2	1737.0	776.3	592.4	999.3	0.0%
	"Sherman County, NE"	"31163"	"2015"	"2015"	"All Other Causes"	"O"	51	3091	1650.0	1228.5	2169.4	790.5	569.7	1068.6	0.0%
	"Stanton County, NE"	"31167"	"2015"	"2015"	"All Other Causes"	"O"	45	5937	758.0	552.9	1014.2	612.8	447.0	820.0	0.0%
	"Thayer County, NE"	"31169"	"2015"	"2015"	"All Other Causes"	"O"	70	5163	1355.8	1056.9	1713.0	700.8	524.9	916.6	0.0%
	"Thurston County, NE"	"31173"	"2015"	"2015"	"All Other Causes"	"O"	63	7064	891.8	685.3	1141.1	855.7	649.8	1106.2	0.0%
	"Valley County, NE"	"31175"	"2015"	"2015"	"All Other Causes"	"O"	48	4154	1155.5	852.0	1532.0	713.2	504.7	979.0	0.0%
	"Washington County, NE"	"31177"	"2015"	"2015"	"All Other Causes"	"O"	191	20248	943.3	809.5	1077.1	731.0	625.6	836.4	0.0%
	"Wayne County, NE"	"31179"	"2015"	"2015"	"All Other Causes"	"O"	70	9367	747.3	582.6	944.2	610.3	470.0	779.4	0.0%
	"Webster County, NE"	"31181"	"2015"	"2015"	"All Other Causes"	"O"	65	3625	1793.1	1383.9	2285.5	1001.0	749.8	1309.3	0.0%
	"York County, NE"	"31185"	"2015"	"2015"	"All Other Causes"	"O"	157	13806	1137.2	959.3	1315.1	721.6	603.2	840.1	0.0%
	"Churchill County, NV"	"32001"	"2015"	"2015"	"All Other Causes"	"O"	275	24200	1136.4	1002.1	1270.7	913.2	802.7	1023.6	0.0%
	"Clark County, NV"	"32003"	"2015"	"2015"	"Drug-Induced Causes"	"D"	444	2114801	21.0	19.0	22.9	19.8	17.9	21.7	0.0%
	"Clark County, NV"	"32003"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	268	2114801	12.7	11.2	14.2	11.3	10.0	12.7	0.0%
	"Clark County, NV"	"32003"	"2015"	"2015"	"All Other Causes"	"O"	14807	2114801	700.2	688.9	711.4	706.0	694.5	717.6	0.5%
	"Douglas County, NV"	"32005"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	12	47710	Unreliable	13.0	43.9	Unreliable	9.2	38.4	0.0%
	"Douglas County, NV"	"32005"	"2015"	"2015"	"All Other Causes"	"O"	473	47710	991.4	902.1	1080.8	581.4	526.3	636.4	0.0%
	"Elko County, NV"	"32007"	"2015"	"2015"	"All Other Causes"	"O"	282	51935	543.0	479.6	606.4	688.7	604.3	773.1	0.0%
	"Eureka County, NV"	"32011"	"2015"	"2015"	"All Other Causes"	"O"	11	2016	Unreliable	272.4	976.3	Unreliable	262.2	1005.6	0.0%
	"Humboldt County, NV"	"32013"	"2015"	"2015"	"All Other Causes"	"O"	127	17019	746.2	616.4	876.0	837.6	684.0	991.1	0.0%
	"Lander County, NV"	"32015"	"2015"	"2015"	"All Other Causes"	"O"	49	5903	830.1	614.1	1097.4	816.4	597.7	1088.9	0.0%
	"Lincoln County, NV"	"32017"	"2015"	"2015"	"All Other Causes"	"O"	49	5036	973.0	719.8	1286.3	703.8	511.4	944.8	0.0%
	"Lyon County, NV"	"32019"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	13	52585	Unreliable	13.2	42.3	Unreliable	11.4	40.9	0.0%
	"Lyon County, NV"	"32019"	"2015"	"2015"	"All Other Causes"	"O"	551	52585	1047.8	960.3	1135.3	812.9	741.8	884.0	0.0%
	"Mineral County, NV"	"32021"	"2015"	"2015"	"All Other Causes"	"O"	75	4478	1674.9	1317.4	2099.4	960.8	747.5	1215.9	0.0%
	"Nye County, NV"	"32023"	"2015"	"2015"	"Drug-Induced Causes"	"D"	16	42477	Unreliable	21.5	61.2	Unreliable	24.3	78.2	0.0%
	"Nye County, NV"	"32023"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	12	42477	Unreliable	14.6	49.3	Unreliable	8.2	33.9	0.0%
	"Nye County, NV"	"32023"	"2015"	"2015"	"All Other Causes"	"O"	655	42477	1542.0	1423.9	1660.1	921.2	843.1	999.4	0.0%
	"Pershing County, NV"	"32027"	"2015"	"2015"	"All Other Causes"	"O"	36	6634	542.7	380.1	751.3	542.2	375.5	757.6	0.0%
	"Storey County, NV"	"32029"	"2015"	"2015"	"All Other Causes"	"O"	23	3987	576.9	365.7	865.6	293.1	181.4	448.0	0.0%
	"Washoe County, NV"	"32031"	"2015"	"2015"	"Drug-Induced Causes"	"D"	96	446903	21.5	17.4	26.2	20.9	16.8	25.7	0.0%
	"Washoe County, NV"	"32031"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	90	446903	20.1	16.2	24.8	17.9	14.3	22.1	0.0%
	"Washoe County, NV"	"32031"	"2015"	"2015"	"All Other Causes"	"O"	3521	446903	787.9	761.8	813.9	729.7	705.0	754.4	0.1%
	"White Pine County, NV"	"32033"	"2015"	"2015"	"All Other Causes"	"O"	107	9811	1090.6	884.0	1297.3	932.9	753.5	1112.4	0.0%
	"Carson City, NV"	"32510"	"2015"	"2015"	"Drug-Induced Causes"	"D"	27	54521	49.5	32.6	72.1	50.8	32.9	74.9	0.0%
	"Carson City, NV"	"32510"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	16	54521	Unreliable	16.8	47.7	Unreliable	12.9	38.0	0.0%
	"Carson City, NV"	"32510"	"2015"	"2015"	"All Other Causes"	"O"	770	54521	1412.3	1312.5	1512.1	963.6	893.4	1033.8	0.0%
	"Belknap County, NH"	"33001"	"2015"	"2015"	"Drug-Induced Causes"	"D"	22	60641	36.3	22.7	54.9	39.8	24.3	61.5	0.0%
	"Belknap County, NH"	"33001"	"2015"	"2015"	"All Other Causes"	"O"	654	60641	1078.5	995.8	1161.1	721.2	663.6	778.9	0.0%
	"Carroll County, NH"	"33003"	"2015"	"2015"	"Drug-Induced Causes"	"D"	17	47285	Unreliable	20.9	57.6	Unreliable	24.1	71.1	0.0%
	"Carroll County, NH"	"33003"	"2015"	"2015"	"All Other Causes"	"O"	522	47285	1103.9	1009.2	1198.6	637.3	578.8	695.9	0.0%
	"Cheshire County, NH"	"33005"	"2015"	"2015"	"Drug-Induced Causes"	"D"	10	75909	Unreliable	6.3	24.2	Unreliable	7.6	31.5	0.0%
	"Cheshire County, NH"	"33005"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	14	75909	Unreliable	10.1	30.9	Unreliable	6.5	22.1	0.0%
	"Cheshire County, NH"	"33005"	"2015"	"2015"	"All Other Causes"	"O"	700	75909	922.2	853.8	990.5	689.9	637.5	742.4	0.0%
	"Coos County, NH"	"33007"	"2015"	"2015"	"Drug-Induced Causes"	"D"	13	31212	Unreliable	22.2	71.2	Unreliable	24.9	84.2	0.0%
	"Coos County, NH"	"33007"	"2015"	"2015"	"All Other Causes"	"O"	448	31212	1435.3	1302.4	1568.3	854.4	771.7	937.1	0.0%
	"Grafton County, NH"	"33009"	"2015"	"2015"	"Drug-Induced Causes"	"D"	17	89320	Unreliable	11.1	30.5	Unreliable	11.3	33.2	0.0%
	"Grafton County, NH"	"33009"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	10	89320	Unreliable	5.4	20.6	Unreliable	3.6	15.0	0.0%
	"Grafton County, NH"	"33009"	"2015"	"2015"	"All Other Causes"	"O"	778	89320	871.0	809.8	932.2	609.2	564.9	653.5	0.0%
	"Hillsborough County, NH"	"33011"	"2015"	"2015"	"Drug-Induced Causes"	"D"	167	406678	41.1	34.8	47.3	42.3	35.8	48.8	0.0%
	"Hillsborough County, NH"	"33011"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	61	406678	15.0	11.5	19.3	12.4	9.4	16.0	0.0%
	"Hillsborough County, NH"	"33011"	"2015"	"2015"	"All Other Causes"	"O"	3139	406678	771.9	744.9	798.9	669.0	645.1	693.0	0.1%
	"Merrimack County, NH"	"33013"	"2015"	"2015"	"Drug-Induced Causes"	"D"	37	147994	25.0	17.6	34.5	29.1	20.4	40.3	0.0%
	"Merrimack County, NH"	"33013"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	21	147994	14.2	8.8	21.7	10.9	6.6	16.8	0.0%
	"Merrimack County, NH"	"33013"	"2015"	"2015"	"All Other Causes"	"O"	1346	147994	909.5	860.9	958.1	686.3	648.6	724.0	0.0%
	"Rockingham County, NH"	"33015"	"2015"	"2015"	"Drug-Induced Causes"	"D"	99	301777	32.8	26.7	39.9	36.3	29.4	44.5	0.0%
	"Rockingham County, NH"	"33015"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	36	301777	11.9	8.4	16.5	8.4	5.8	11.8	0.0%
	"Rockingham County, NH"	"33015"	"2015"	"2015"	"All Other Causes"	"O"	2340	301777	775.4	744.0	806.8	647.3	620.5	674.2	0.1%
	"Strafford County, NH"	"33017"	"2015"	"2015"	"Drug-Induced Causes"	"D"	43	126825	33.9	24.5	45.7	38.1	27.3	51.6	0.0%
	"Strafford County, NH"	"33017"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	10	126825	Unreliable	3.8	14.5	Unreliable	3.3	13.6	0.0%
	"Strafford County, NH"	"33017"	"2015"	"2015"	"All Other Causes"	"O"	1014	126825	799.5	750.3	848.7	730.8	685.0	776.6	0.0%
	"Sullivan County, NH"	"33019"	"2015"	"2015"	"All Other Causes"	"O"	437	42967	1017.1	921.7	1112.4	720.8	651.0	790.7	0.0%
	"Atlantic County, NJ"	"34001"	"2015"	"2015"	"Drug-Induced Causes"	"D"	68	274219	24.8	19.3	31.4	26.4	20.4	33.6	0.0%
	"Atlantic County, NJ"	"34001"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	20	274219	7.3	4.5	11.3	5.7	3.4	9.0	0.0%
	"Atlantic County, NJ"	"34001"	"2015"	"2015"	"All Other Causes"	"O"	2626	274219	957.6	921.0	994.3	765.0	735.2	794.8	0.1%
	"Bergen County, NJ"	"34003"	"2015"	"2015"	"Drug-Induced Causes"	"D"	93	938506	9.9	8.0	12.1	10.1	8.1	12.4	0.0%
	"Bergen County, NJ"	"34003"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	52	938506	5.5	4.1	7.3	4.4	3.3	5.9	0.0%
	"Bergen County, NJ"	"34003"	"2015"	"2015"	"All Other Causes"	"O"	6966	938506	742.2	724.8	759.7	542.9	529.8	555.9	0.3%
	"Burlington County, NJ"	"34005"	"2015"	"2015"	"Drug-Induced Causes"	"D"	94	450226	20.9	16.9	25.5	21.6	17.4	26.6	0.0%
	"Burlington County, NJ"	"34005"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	13	450226	Unreliable	1.5	4.9	Unreliable	1.4	4.6	0.0%
	"Burlington County, NJ"	"34005"	"2015"	"2015"	"All Other Causes"	"O"	3950	450226	877.3	850.0	904.7	686.3	664.5	708.1	0.1%
	"Camden County, NJ"	"34007"	"2015"	"2015"	"Drug-Induced Causes"	"D"	159	510923	31.1	26.3	36.0	32.4	27.2	37.5	0.0%
	"Camden County, NJ"	"34007"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	27	510923	5.3	3.5	7.7	4.7	3.0	6.9	0.0%
	"Camden County, NJ"	"34007"	"2015"	"2015"	"All Other Causes"	"O"	4451	510923	871.2	845.6	896.8	737.3	715.2	759.4	0.2%
	"Cape May County, NJ"	"34009"	"2015"	"2015"	"Drug-Induced Causes"	"D"	24	94727	25.3	16.2	37.7	31.2	19.5	47.2	0.0%
	"Cape May County, NJ"	"34009"	"2015"	"2015"	"All Other Causes"	"O"	1246	94727	1315.4	1242.3	1388.4	764.8	719.6	810.0	0.0%
	"Cumberland County, NJ"	"34011"	"2015"	"2015"	"Drug-Induced Causes"	"D"	30	155854	19.2	13.0	27.5	18.8	12.6	26.9	0.0%
	"Cumberland County, NJ"	"34011"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	11	155854	Unreliable	3.5	12.6	Unreliable	3.2	11.6	0.0%
	"Cumberland County, NJ"	"34011"	"2015"	"2015"	"All Other Causes"	"O"	1526	155854	979.1	930.0	1028.2	884.5	839.5	929.4	0.1%
	"Essex County, NJ"	"34013"	"2015"	"2015"	"Drug-Induced Causes"	"D"	122	797434	15.3	12.6	18.0	14.4	11.8	16.9	0.0%
	"Essex County, NJ"	"34013"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	44	797434	5.5	4.0	7.4	5.1	3.7	6.9	0.0%
	"Essex County, NJ"	"34013"	"2015"	"2015"	"All Other Causes"	"O"	5656	797434	709.3	690.8	727.8	675.1	657.2	693.0	0.2%
	"Gloucester County, NJ"	"34015"	"2015"	"2015"	"Drug-Induced Causes"	"D"	75	291479	25.7	20.2	32.3	26.7	20.9	33.6	0.0%
	"Gloucester County, NJ"	"34015"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	11	291479	Unreliable	1.9	6.8	Unreliable	1.6	6.1	0.0%
	"Gloucester County, NJ"	"34015"	"2015"	"2015"	"All Other Causes"	"O"	2479	291479	850.5	817.0	884.0	746.7	716.8	776.6	0.1%
	"Hudson County, NJ"	"34017"	"2015"	"2015"	"Drug-Induced Causes"	"D"	87	674836	12.9	10.3	15.9	12.1	9.6	15.0	0.0%
	"Hudson County, NJ"	"34017"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	38	674836	5.6	4.0	7.7	5.4	3.8	7.4	0.0%
	"Hudson County, NJ"	"34017"	"2015"	"2015"	"All Other Causes"	"O"	3596	674836	532.9	515.5	550.3	598.1	578.3	617.9	0.1%
	"Hunterdon County, NJ"	"34019"	"2015"	"2015"	"Drug-Induced Causes"	"D"	17	125488	Unreliable	7.9	21.7	Unreliable	9.6	28.2	0.0%
	"Hunterdon County, NJ"	"34019"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	10	125488	Unreliable	3.8	14.7	Unreliable	2.8	10.9	0.0%
	"Hunterdon County, NJ"	"34019"	"2015"	"2015"	"All Other Causes"	"O"	878	125488	699.7	653.4	745.9	534.0	497.4	570.6	0.0%
	"Mercer County, NJ"	"34021"	"2015"	"2015"	"Drug-Induced Causes"	"D"	66	371398	17.8	13.7	22.6	18.0	13.9	22.9	0.0%
	"Mercer County, NJ"	"34021"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	43	371398	11.6	8.4	15.6	10.4	7.4	14.1	0.0%
	"Mercer County, NJ"	"34021"	"2015"	"2015"	"All Other Causes"	"O"	2786	371398	750.1	722.3	778.0	644.6	620.1	669.0	0.1%
	"Middlesex County, NJ"	"34023"	"2015"	"2015"	"Drug-Induced Causes"	"D"	100	840900	11.9	9.6	14.2	11.7	9.4	14.0	0.0%
	"Middlesex County, NJ"	"34023"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	37	840900	4.4	3.1	6.1	4.2	2.9	5.8	0.0%
	"Middlesex County, NJ"	"34023"	"2015"	"2015"	"All Other Causes"	"O"	5597	840900	665.6	648.2	683.0	589.6	573.9	605.2	0.2%
	"Monmouth County, NJ"	"34025"	"2015"	"2015"	"Drug-Induced Causes"	"D"	123	628715	19.6	16.1	23.0	20.4	16.7	24.2	0.0%
	"Monmouth County, NJ"	"34025"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	45	628715	7.2	5.2	9.6	6.2	4.4	8.4	0.0%
	"Monmouth County, NJ"	"34025"	"2015"	"2015"	"All Other Causes"	"O"	5151	628715	819.3	796.9	841.7	627.5	609.9	645.1	0.2%
	"Morris County, NJ"	"34027"	"2015"	"2015"	"Drug-Induced Causes"	"D"	47	499509	9.4	6.9	12.5	10.5	7.7	14.1	0.0%
	"Morris County, NJ"	"34027"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	24	499509	4.8	3.1	7.1	3.7	2.3	5.7	0.0%
	"Morris County, NJ"	"34027"	"2015"	"2015"	"All Other Causes"	"O"	3674	499509	735.5	711.7	759.3	560.0	541.5	578.6	0.1%
	"Ocean County, NJ"	"34029"	"2015"	"2015"	"Drug-Induced Causes"	"D"	150	588721	25.5	21.4	29.6	30.1	25.2	35.1	0.0%
	"Ocean County, NJ"	"34029"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	32	588721	5.4	3.7	7.7	4.7	3.1	6.8	0.0%
	"Ocean County, NJ"	"34029"	"2015"	"2015"	"All Other Causes"	"O"	7041	588721	1196.0	1168.0	1223.9	702.8	685.7	720.0	0.3%
	"Passaic County, NJ"	"34031"	"2015"	"2015"	"Drug-Induced Causes"	"D"	71	510916	13.9	10.9	17.5	13.8	10.7	17.5	0.0%
	"Passaic County, NJ"	"34031"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	37	510916	7.2	5.1	10.0	6.8	4.8	9.5	0.0%
	"Passaic County, NJ"	"34031"	"2015"	"2015"	"All Other Causes"	"O"	3589	510916	702.5	679.5	725.4	647.3	625.8	668.8	0.1%
	"Salem County, NJ"	"34033"	"2015"	"2015"	"Drug-Induced Causes"	"D"	20	64180	31.2	19.0	48.1	34.2	20.6	53.4	0.0%
	"Salem County, NJ"	"34033"	"2015"	"2015"	"All Other Causes"	"O"	702	64180	1093.8	1012.9	1174.7	800.3	739.2	861.5	0.0%
	"Somerset County, NJ"	"34035"	"2015"	"2015"	"Drug-Induced Causes"	"D"	36	333654	10.8	7.6	14.9	11.2	7.8	15.6	0.0%
	"Somerset County, NJ"	"34035"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	16	333654	Unreliable	2.7	7.8	Unreliable	1.9	5.6	0.0%
	"Somerset County, NJ"	"34035"	"2015"	"2015"	"All Other Causes"	"O"	2345	333654	702.8	674.4	731.3	574.5	550.7	598.3	0.1%
	"Sussex County, NJ"	"34037"	"2015"	"2015"	"Drug-Induced Causes"	"D"	31	143673	21.6	14.7	30.6	23.6	15.8	33.9	0.0%
	"Sussex County, NJ"	"34037"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	11	143673	Unreliable	3.8	13.7	Unreliable	3.1	11.8	0.0%
